year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1972,Handball,Handball,"HABR, Vladimir",TCH,Men,handball,Silver,0
1972,Handball,Handball,"KLIMCICK, Arnost",TCH,Men,handball,Silver,0
1972,Handball,Handball,"KAVAN, Jiri",TCH,Men,handball,Silver,0
1972,Handball,Handball,"JARY, Vladimir",TCH,Men,handball,Silver,0
1972,Handball,Handball,"KONENCNY, Jaroslav",TCH,Men,handball,Silver,0
1972,Handball,Handball,"VIDOVIC, Albin",YUG,Men,handball,Gold,0
1972,Handball,Handball,"BENES, Ladislav",TCH,Men,handball,Silver,0
1972,Handball,Handball,"ZORKO, Zdenko",YUG,Men,handball,Gold,0
1972,Handball,Handball,"ZIVKOVIC, Zoran",YUG,Men,handball,Gold,0
1972,Handball,Handball,"POPOVIC, Nebojsa",YUG,Men,handball,Gold,0
1972,Handball,Handball,"PRIBANIC, Miroslav",YUG,Men,handball,Gold,0
1972,Handball,Handball,"KRALIK, Frantisek",TCH,Men,handball,Silver,0
1972,Handball,Handball,"POKRAJAC, Branislav",YUG,Men,handball,Gold,0
1972,Handball,Handball,"BRUNA, Frantisek",TCH,Men,handball,Silver,0
1972,Handball,Handball,"KREPINDL, Jindrich",TCH,Men,handball,Silver,0
1972,Hockey,Hockey,"SINGH, Ajitpal",IND,Men,hockey,Bronze,0
1972,Handball,Handball,"LUKOSIK, Andrej",TCH,Men,handball,Silver,0
1972,Hockey,Hockey,"SINGH, Harcharan",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"SINGH, Harbinder",IND,Men,hockey,Bronze,0
1972,Handball,Handball,"MISKOVIC, Slobodan",YUG,Men,handball,Gold,0
1972,Hockey,Hockey,"PERUMAL, Krishnanurthy",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"MOLLERAPOOVAYYA, Ganesh",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"KUMAR, Ashok",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"KINDO, Michael",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"FREDERICK, Manuel",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"CHARLES, Cornelius",IND,Men,hockey,Bronze,0
1972,Hockey,Hockey,"BILLIMOGAPUTTASWAMY, Govind",IND,Men,hockey,Bronze,0
1972,Handball,Handball,"SKARVAN, Jaroslav",TCH,Men,handball,Silver,0
1972,Handball,Handball,"SKARA, Zdenek",TCH,Men,handball,Silver,0
1972,Handball,Handball,"SATRAPA, Ivan",TCH,Men,handball,Silver,0
1972,Handball,Handball,"POSPISIL, Petr",TCH,Men,handball,Silver,0
1972,Handball,Handball,"MIKES, Pavel",TCH,Men,handball,Silver,0
1972,Handball,Handball,"LAFKO, Vincent",TCH,Men,handball,Silver,0
1972,Handball,Handball,"MILJAK, Zdravko",YUG,Men,handball,Gold,0
1972,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Women,uneven bars,Silver,0
1972,Handball,Handball,"LAVRNIC, Djoko",YUG,Men,handball,Gold,0
1972,Gymnastics,Artistic G.,"ZUCHOLD, Erika",GDR,Women,vault,Silver,0
1972,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,vault,Gold,0
1972,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,vault,Bronze,0
1972,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,vault,Silver,0
1972,Gymnastics,Artistic G.,"KÃSTE, Klaus",GDR,Men,vault,Gold,0
1972,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,vault,Bronze,0
1972,Gymnastics,Artistic G.,"ZUCHOLD, Erika",GDR,Women,uneven bars,Silver,0
1972,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,uneven bars,Gold,0
1972,Gymnastics,Artistic G.,"ZUCHOLD, Erika",GDR,Women,team competition,Silver,0
1972,Gymnastics,Artistic G.,"SCHMITT, Christine",GDR,Women,team competition,Silver,0
1972,Gymnastics,Artistic G.,"SCHMEISSER, Richarda",GDR,Women,team competition,Silver,0
1972,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,team competition,Silver,0
1972,Gymnastics,Artistic G.,"ABEL, Irene",GDR,Women,team competition,Silver,0
1972,Hockey,Hockey,"SINGH, Harmik",IND,Men,hockey,Bronze,0
1972,Gymnastics,Artistic G.,"HELLMANN, Angelika",GDR,Women,team competition,Silver,0
1972,Handball,Handball,"BIRTALAN, Stefan",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"LAZAREVIC, Milan",YUG,Men,handball,Gold,0
1972,Handball,Handball,"COSMA, Adrian",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"GATU, Cristian",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"KARALIC, Milorad",YUG,Men,handball,Gold,0
1972,Handball,Handball,"HORVAT, Hrvoje",YUG,Men,handball,Gold,0
1972,Handball,Handball,"FAJFRIC, Petar",YUG,Men,handball,Gold,0
1972,Handball,Handball,"ARSLANAGIC, Abaz",YUG,Men,handball,Gold,0
1972,Handball,Handball,"VOINEA, Radu",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"TUDOSIE, Constantin",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"STOCKL, Werner",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"SOBEL, Simion",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"SAMUNGI, Valentin",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"PENU, Cornel",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"MARIN, Daniel",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"LICU, Ghita",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"KICSID, Gabriel",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"GUNES, Roland",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"GRUIA, Gheorghe",ROU,Men,handball,Bronze,0
1972,Handball,Handball,"DINCA, Alexandru",ROU,Men,handball,Bronze,0
1972,Hockey,Hockey,"SINGH, Kulwant",IND,Men,hockey,Bronze,0
1972,Modern Pentathlon,Modern Pentath.,"HURME, Risto",FIN,Men,Team competition,Bronze,0
1972,Hockey,Hockey,"SINGH, Virinder",IND,Men,hockey,Bronze,0
1972,Judo,Judo,"CHOCHOSHVILI, Shota",URS,Men,80 - 93kg (half-heavyweight),Gold,0
1972,Judo,Judo,"ISHII, Chiaki",BRA,Men,80 - 93kg (half-heavyweight),Bronze,0
1972,Judo,Judo,"BARTH, Paul",FRG,Men,80 - 93kg (half-heavyweight),Bronze,0
1972,Judo,Judo,"OH, Seung-Lip",KOR,Men,70 - 80kg (middleweight),Silver,0
1972,Judo,Judo,"SEKINE, Shinobu",JPN,Men,70 - 80kg (middleweight),Gold,0
1972,Judo,Judo,"JACKS, Brian Albert Thomas",GBR,Men,70 - 80kg (middleweight),Bronze,0
1972,Judo,Judo,"STARBROOK, David Colin",GBR,Men,80 - 93kg (half-heavyweight),Silver,0
1972,Judo,Judo,"COCHE, Jean-Paul",FRA,Men,70 - 80kg (middleweight),Bronze,0
1972,Judo,Judo,"NOMURA, Toyokazu",JPN,Men,63 - 70kg (half-middleweight),Gold,0
1972,Judo,Judo,"NOVIKOV, Anatoli",URS,Men,63 - 70kg (half-middleweight),Bronze,0
1972,Judo,Judo,"HÃTGER, Dietmar",GDR,Men,63 - 70kg (half-middleweight),Bronze,0
1972,Judo,Judo,"GLAHN, Klaus",FRG,Men,+ 93kg (heavyweight),Silver,0
1972,Judo,Judo,"RUSKA, Willem",NED,Men,+ 93kg (heavyweight),Gold,0
1972,Judo,Judo,"ONASHVILI, Givi",URS,Men,+ 93kg (heavyweight),Bronze,0
1972,Judo,Judo,"ZAJKOWSKI, Antoni",POL,Men,63 - 70kg (half-middleweight),Silver,0
1972,Judo,Judo,"BRONDANI, Jean-Claude",FRA,Men,open category,Bronze,0
1972,Judo,Judo,"PARISI, Angelo",GBR,Men,open category,Bronze,0
1972,Judo,Judo,"RUSKA, Willem",NED,Men,open category,Gold,0
1972,Rowing,Rowing,"STOKVIS, Rudolf (Ruud)",NED,Men,coxless pair (2-),Bronze,0
1972,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,team competition,Gold,0
1972,Rowing,Rowing,"LUYNENBURG, Roelof Johan",NED,Men,coxless pair (2-),Bronze,0
1972,Modern Pentathlon,Modern Pentath.,"VILLANYI, Zsigmond",HUN,Men,Team competition,Silver,0
1972,Modern Pentathlon,Modern Pentath.,"BALCZO, Andras",HUN,Men,Team competition,Silver,0
1972,Modern Pentathlon,Modern Pentath.,"BAKO, Pal",HUN,Men,Team competition,Silver,0
1972,Modern Pentathlon,Modern Pentath.,"SHMELEV, Vladimir",URS,Men,Team competition,Gold,0
1972,Modern Pentathlon,Modern Pentath.,"ONISHENKO, Boris",URS,Men,Team competition,Gold,0
1972,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",URS,Men,Team competition,Gold,0
1972,Modern Pentathlon,Modern Pentath.,"SALMINEN, Veikko",FIN,Men,Team competition,Bronze,0
1972,Modern Pentathlon,Modern Pentath.,"KETELÃ, Martti Einari",FIN,Men,Team competition,Bronze,0
1972,Modern Pentathlon,Modern Pentath.,"ONISHENKO, Boris",URS,Men,Individual competition,Silver,0
1972,Modern Pentathlon,Modern Pentath.,"BALCZO, Andras",HUN,Men,Individual competition,Gold,0
1972,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",URS,Men,Individual competition,Bronze,0
1972,Judo,Judo,"KUZNETSOV, Vitali",URS,Men,open category,Silver,0
