year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1948,Athletics,Athletics,"GYARMATI, Olga",HUN,Women,long jump,Gold,0
1948,Athletics,Athletics,"OSTERMEYER, Micheline",FRA,Women,discus throw,Gold,0
1948,Athletics,Athletics,"MAZEAS, Jacqueline",FRA,Women,discus throw,Bronze,0
1948,Athletics,Athletics,"TOSI, Giuseppe",ITA,Men,discus throw,Silver,0
1948,Athletics,Athletics,"CONSOLINI, Adolfo",ITA,Men,discus throw,Gold,0
1948,Athletics,Athletics,"HARNDEN, Arthur Harold",USA,Men,4x400m relay,Gold,0
1948,Athletics,Athletics,"WHITFIELD, Malvin Groston",USA,Men,4x400m relay,Gold,0
1948,Athletics,Athletics,"CHEF D'HOTEL, Robert",FRA,Men,4x400m relay,Silver,0
1948,Athletics,Athletics,"KEREBEL, Jean",FRA,Men,4x400m relay,Silver,0
1948,Athletics,Athletics,"LUNIS, Jacques",FRA,Men,4x400m relay,Silver,0
1948,Athletics,Athletics,"SCHEWETTA, Francois",FRA,Men,4x400m relay,Silver,0
1948,Athletics,Athletics,"SLIJKHUIS, Willem",NED,Men,5000m,Bronze,0
1948,Athletics,Athletics,"REIFF, Gaston Etienne",BEL,Men,5000m,Gold,0
1948,Athletics,Athletics,"ZATOPEK, Emil",TCH,Men,5000m,Silver,0
1948,Athletics,Athletics,"JOHNSON, Terence Lloyd",GBR,Men,50km walk,Bronze,0
1948,Athletics,Athletics,"BOURLAND, Clifford Frederick",USA,Men,4x400m relay,Gold,0
1948,Athletics,Athletics,"LJUNGGREN, John Artur",SWE,Men,50km walk,Gold,0
1948,Athletics,Athletics,"HANSENNE, Marcel",FRA,Men,800m,Bronze,0
1948,Athletics,Athletics,"WHITFIELD, Malvin Groston",USA,Men,800m,Gold,0
1948,Athletics,Athletics,"WINT, Arthur",JAM,Men,800m,Silver,0
1948,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,80m hurdles,Bronze,0
1948,Athletics,Athletics,"BLANKERS-KOEN, Fanny",NED,Women,80m hurdles,Gold,0
1948,Athletics,Athletics,"GARDNER, Maureen Angela Jane",GBR,Women,80m hurdles,Silver,0
1948,Athletics,Athletics,"SIMMONS, Floyd Macon Jr.",USA,Men,decathlon,Bronze,0
1948,Athletics,Athletics,"MATHIAS, Robert",USA,Men,decathlon,Gold,0
1948,Athletics,Athletics,"HEINRICH, Ignace",FRA,Men,decathlon,Silver,0
1948,Athletics,Athletics,"GORDIEN, Fortune Edward",USA,Men,discus throw,Bronze,0
1948,Athletics,Athletics,"GODEL, Gaston",SUI,Men,50km walk,Silver,0
1948,Athletics,Athletics,"SIMONETTO DE PORTELA, Noemi",ARG,Women,long jump,Silver,0
1948,Athletics,Athletics,"BLANKERS-KOEN, Fanny",NED,Women,100m,Gold,0
1948,Athletics,Athletics,"EWELL, Harold Norwood",USA,Men,100m,Silver,0
1948,Aquatics,Swimming,"MARSHALL, John Birnie",AUS,Men,1500m freestyle,Silver,0
1948,Aquatics,Swimming,"SOHL, Robert Raymond",USA,Men,200m breaststroke,Bronze,0
1948,Aquatics,Swimming,"VERDEUR, Joseph Thomas",USA,Men,200m breaststroke,Gold,0
1948,Aquatics,Swimming,"CARTER, Keith Eyre",USA,Men,200m breaststroke,Silver,0
1948,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200m breaststroke,Bronze,0
1948,Aquatics,Swimming,"VAN VLIET, Petronella (Nel)",NED,Women,200m breaststroke,Gold,0
1948,Aquatics,Swimming,"LYONS, Beatrice Nancy",AUS,Women,200m breaststroke,Silver,0
1948,Aquatics,Swimming,"MARSHALL, John Birnie",AUS,Men,400m freestyle,Bronze,0
1948,Aquatics,Swimming,"SMITH, William M. Jr.",USA,Men,400m freestyle,Gold,0
1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,400m freestyle,Silver,0
1948,Aquatics,Swimming,"GIBSON, Catherine",GBR,Women,400m freestyle,Bronze,0
1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,400m freestyle,Gold,0
1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,400m freestyle,Silver,0
1948,Aquatics,Swimming,"HEIJTING-SCHUHMACHER, Irma",NED,Women,4x100m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,4x100m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"MARSMAN, Margot",NED,Women,4x100m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,4x100m freestyle relay,Bronze,0
1948,Aquatics,Swimming,"CORRIDON, Marie Louise",USA,Women,4x100m freestyle relay,Gold,0
1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,4x100m freestyle relay,Gold,0
