year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1980,Hockey,Hockey,"KHAM, Alina",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"KRASNIKOVA, Natella",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"ZUMALACARREGUI, Jaime",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"VIUZHANINA, Galina",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"SHVYGANOVA, Tatiana",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"INZHUVATOVA, Galina",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"ZAZDRAVNYKH, Valentina",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"OVECHKINA, Nadezhda",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"GURYEVA, Elena",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"BUZUNOVA, Natalia",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"GLUBOKOVA, Lidia",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"FROLOVA, Liudmila",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"FILIPPOVA, Nadezhda",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"EMBAKHTOVA, Tatiana",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"BYKOVA, Natalia",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"AKHMEROVA, Liailia",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"ROCA PORTOLES, Carlos",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"GORBATKOVA, Nelli",URS,Women,hockey,Bronze,0
1980,Hockey,Hockey,"BOXHALL, Arlene Nadine",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"HAJKOVA, Jirina",TCH,Women,hockey,Silver,0
1980,Hockey,Hockey,"CHICK, Sandra",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"HRUBA, Berta",TCH,Women,hockey,Silver,0
1980,Hockey,Hockey,"PELLON FERNANDEZ, Juan",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"CERMAKOVA, Jirina",TCH,Women,hockey,Silver,0
1980,Hockey,Hockey,"BLAZKOVA, Milada",TCH,Women,hockey,Silver,0
1980,Hockey,Hockey,"WATSON, Linda Margaret",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"VOLK, Helen",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"STEWART, Anthea Doreen",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"ROBERTSON, Sonia",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"CHASE, Elizabeth Muriel",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"PRINSLOO, Christine",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"HUBACKOVA, Ida",TCH,Women,hockey,Silver,0
1980,Hockey,Hockey,"MCKILLOP, Patricia Jean",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"HUGGETT, Susan",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"GRANT, Ann Marry Gwynne",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"GEORGE, Maureen Jean",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"ENGLISH, Sarah",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"DAVIES, Patricia Joan",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"COWLEY, Gillian Margaret",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"PHILLIPS, Brenda Joan",ZIM,Women,hockey,Gold,0
1980,Hockey,Hockey,"MONSALVE, Paulino",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"LAMPEEV, Viacheslav",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"GARRALDA, Rafael",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"CHETTRI, Chettri",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"BASKARAN, Baskaran",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"AMARJIT RANA, Singh",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"ALLAN, Schofield",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"ZIGANGIROV, Farit",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"ZAGORODNEV, Oleg",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"SYCHEV, Aleksandr",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"PLESHAKOV, Vladimir",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"PLESHAKOV, Sergei",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"PAVLOVSKI, Leonid",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"NICHEPURENKO, Mikhail",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"MIASNIKOV, Aleksandr",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"KLEVTSOV, Sergei",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"DEPUTATOV, Viktor",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"KADLECOVA, Jirina",TCH,Women,hockey,Silver,0
1980,Hockey,Hockey,"GUSEV, Aleksandr",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"GONCHAROV, Aleksandr",URS,Men,hockey,Bronze,0
1980,Hockey,Hockey,"DEAVINDER, Singh",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"FERNANDES, Mervyn",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"GURMAIL, Singh",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"KAUSHIK, Maharaj Krishon",IND,Men,hockey,Gold,0
1980,Hockey,Hockey,"GARCIA MESSEGUER, Jose",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"FABREGAS BOSCH, Francisco",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"DE PAZ PLA, Miguel",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"COGHEN, Juan Luis",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"CHAVES, Miguel",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"CABOT DURAN, Ricardo",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"CABOT DURAN, Javier",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"ARBOS SERRA, Jaime",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"MALGOSA MORERA, Santiago",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"ARBOS PERARNAU, Juan",ESP,Men,hockey,Silver,0
1980,Hockey,Hockey,"ZAFAR, Zafar",IND,Men,hockey,Gold,0
