year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1992,Hockey,Hockey,"BAYLISS, Lisa Jayne",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"BROWN, Karen",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"DIXON, Victoria Jane",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"FRASER, Susan Barbara",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"LISTER, Sandie",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"JOHNSON, Kathryn Louise",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"MILLER, Tammy Kelly",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"CORBITT, Gregory",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"MCWILLIAMS, Jackie Amanda",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"FRASER, Wendy Katrina",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"ATKINS, Gillian",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"EVANS, Dean",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"WARK, Kenneth",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"WANSBROUGH, David",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"STACEY, Jay Jason",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"REID, Graham",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"LEWIS, Paul Snowden",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"DAVIES, Stephen",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"ELMER, Lachlan",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"DREHER, Lachlan",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"MORGAN, Helen Jane",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"DILETTI, Damon",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"YORK, Michael",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"NEVILL, Mary Elizabeth",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"TELLERIA, Maider",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"RAMSAY, Alison Gail",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"FERNECK, Christina Stephanie",GER,Women,hockey,Silver,0
1992,Hockey,Hockey,"CAREY, Ashley",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"ERNSTING-KRIENKE, Nadine",GER,Women,hockey,Silver,0
1992,Hockey,Hockey,"HAGENBÃUMER, Eva",GER,Women,hockey,Silver,0
1992,Hockey,Hockey,"DICKENSCHEID, Tanja Roswitha",GER,Women,hockey,Silver,0
1992,Hockey,Hockey,"BECKER, Britta",GER,Women,hockey,Silver,0
1992,Hockey,Hockey,"RODRIGUEZ SUAREZ, Maria",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"RAMIREZ MERINO, Virginia",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"OLIVE VANCELLS, Nuria",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"MOTOS, Teresa",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"MARTINEZ DE MURGUIA, Maria",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"MARAGALL VERGE, Elisabeth",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"MANRIQUE, Silvia",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"MAIQUES DERN, Ana",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"GONZALEZ, Maria",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"GABELLANES, Nagore",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"DORADO, Natalia",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"CORRES GINER, Celia",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"COGHEN ALBERDINGO, Mercedes",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"BARRIO, Sonia",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"BAREA, Maria Del Carme N",ESP,Women,hockey,Gold,0
1992,Hockey,Hockey,"THOMPSON, Joanne Sarah",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"SIXSMITH, Jane Theresa",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"NICHOLLS, Mandy",GBR,Women,hockey,Bronze,0
1992,Hockey,Hockey,"BODIMEADE, Lee",AUS,Men,hockey,Silver,0
1992,Handball,Handball,"FROSETH, Hege Kirsti",NOR,Women,handball,Silver,0
1992,Hockey,Hockey,"BESTALL, John Roderick",AUS,Men,hockey,Silver,0
1992,Hockey,Hockey,"MANSOOR, Ahmed",PAK,Men,hockey,Bronze,0
1992,Hockey,Hockey,"KHAWAJA, Muhammad Junaid",PAK,Men,hockey,Bronze,0
1992,Hockey,Hockey,"KHALID, Bashir",PAK,Men,hockey,Bronze,0
1992,Hockey,Hockey,"FARHAT, Hasan Khan",PAK,Men,hockey,Bronze,0
1992,Hockey,Hockey,"ANJUM, Saeed",PAK,Men,hockey,Bronze,0
1992,Handball,Handball,"TJUGUM, Heidi Maire",NOR,Women,handball,Silver,0
