year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1960,Football,Football,"TROELSEN, Tommy Brian",DEN,Men,football,Silver,2
1960,Gymnastics,Artistic G.,"MURATOVA, Sofiya",URS,Women,balance beam,Bronze,1
1960,Gymnastics,Artistic G.,"VECHTOVA-BOSAKOVA, Eva",TCH,Women,balance beam,Gold,3
1960,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,balance beam,Silver,2
1960,Gymnastics,Artistic G.,"MENICHELLI, Franco",ITA,Men,floor exercises,Bronze,1
1960,Gymnastics,Artistic G.,"AIHARA, Nobuyuki",JPN,Men,floor exercises,Gold,3
1960,Gymnastics,Artistic G.,"CARMINUCCI, Giovanni",ITA,Men,parallel bars,Silver,2
1960,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,floor exercises,Silver,2
1960,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,floor exercises,Gold,3
1960,Gymnastics,Artistic G.,"SHAKHLIN, Boris",URS,Men,horizontal bar,Bronze,1
1960,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,horizontal bar,Gold,3
1960,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,horizontal bar,Silver,2
1960,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,individual all-round,Bronze,1
1960,Gymnastics,Artistic G.,"SHAKHLIN, Boris",URS,Men,individual all-round,Gold,3
1960,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,individual all-round,Silver,2
1960,Gymnastics,Artistic G.,"ASTAKHOVA, Polina",URS,Women,individual all-round,Bronze,1
1960,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,individual all-round,Gold,3
1960,Gymnastics,Artistic G.,"MURATOVA, Sofiya",URS,Women,individual all-round,Silver,2
1960,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,parallel bars,Bronze,1
1960,Gymnastics,Artistic G.,"LYUKHINA-ZAMOTAILOVA, Tamara",URS,Women,floor exercises,Bronze,1
1960,Gymnastics,Artistic G.,"IOVAN-INOVAN, Sonia",ROU,Women,team competition,Bronze,1
1960,Hockey,Hockey,"CLAUDIUS, Leslie Walter",IND,Men,hockey,Silver,2
1960,Gymnastics,Artistic G.,"MARGARIT-NICULESCU, Elena",ROU,Women,team competition,Bronze,1
1960,Hockey,Hockey,"DINARES MASSAGUE, Jose Antonio",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"DUALDE SANTOS DE LA MADRID, Eduardo",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"DUALDE SANTOS DE LA MADRID, Joaquin",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"EGUSQUIZA BASTERRA, Rafael",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"MACAYA SANTOS DE LA MADRID, Ignacio",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"MURUA LEGUIZAMON, Pedro",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"ROIG JUNYENT, Pedro",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"USOZ QUINTANA, Luis Maria",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"VENTALLO SURRALLES, Narciso",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"ABDUL, Hamid",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"ABDUL, Rashid I",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"ABDUL, Waheed",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"BASHIR, Ahmad",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"GHULAM, Rasul",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"KHAN, Anwar Ahmad",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"KHURSHEED, Aslam",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"KIDDI, Habib Ali",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"MANZOOR, Hussain Atif",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"MUSHTAQ, Ahmed",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"MUTTI, Ullah",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"NASIR, Ahmad",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"NOOR, Alam",PAK,Men,hockey,Gold,3
1960,Hockey,Hockey,"ANTIC, Joseph",IND,Men,hockey,Silver,2
1960,Hockey,Hockey,"DEL COSO IGLESIAS, Carlos",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"COLOMER RIBAS, Jose",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"CALZADO DE CASTRO, Juan Angel",ESP,Men,hockey,Bronze,1
1960,Hockey,Hockey,"CABALLER SOTERAS, Francisco",ESP,Men,hockey,Bronze,1
1960,Gymnastics,Artistic G.,"PORECEANU-SCHLAND, Uta",ROU,Women,team competition,Bronze,1
1960,Gymnastics,Artistic G.,"VATASOIU-LITA, Emilia",ROU,Women,team competition,Bronze,1
1960,Gymnastics,Artistic G.,"ASTAKHOVA, Polina",URS,Women,team competition,Gold,3
1960,Gymnastics,Artistic G.,"KALININA-IVANOVA, Lidiya",URS,Women,team competition,Gold,3
1960,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,team competition,Gold,3
1960,Gymnastics,Artistic G.,"LYUKHINA-ZAMOTAILOVA, Tamara",URS,Women,team competition,Gold,3
1960,Gymnastics,Artistic G.,"MURATOVA, Sofiya",URS,Women,team competition,Gold,3
1960,Gymnastics,Artistic G.,"NIKOLAEVA, Margarita",URS,Women,team competition,Gold,3
1960,Gymnastics,Artistic G.,"CASLAVSKA, Vera",TCH,Women,team competition,Silver,2
1960,Gymnastics,Artistic G.,"RUZICKOVA, Hana",TCH,Women,team competition,Silver,2
1960,Gymnastics,Artistic G.,"SINOVA-MATOUSKOVA, Matylda",TCH,Women,team competition,Silver,2
1960,Gymnastics,Artistic G.,"LEUSTEANU-POPESCU-TEODORESCU, Elena",ROU,Women,team competition,Bronze,1
1960,Gymnastics,Artistic G.,"SVEDOVA, Ludmila",TCH,Women,team competition,Silver,2
1960,Gymnastics,Artistic G.,"VECHTOVA-BOSAKOVA, Eva",TCH,Women,team competition,Silver,2
1960,Gymnastics,Artistic G.,"LYUKHINA-ZAMOTAILOVA, Tamara",URS,Women,uneven bars,Bronze,1
1960,Gymnastics,Artistic G.,"ASTAKHOVA, Polina",URS,Women,uneven bars,Gold,3
1960,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,uneven bars,Silver,2
1960,Gymnastics,Artistic G.,"PORTNOI, Vladimir",URS,Men,vault,Bronze,1
1960,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,vault,Gold,3
1960,Gymnastics,Artistic G.,"SHAKHLIN, Boris",URS,Men,vault,Gold,3
1960,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,vault,Bronze,1
1960,Gymnastics,Artistic G.,"NIKOLAEVA, Margarita",URS,Women,vault,Gold,3
1960,Gymnastics,Artistic G.,"MURATOVA, Sofiya",URS,Women,vault,Silver,2
1960,Hockey,Hockey,"AMAT FONTANALS, Pedro",ESP,Men,hockey,Bronze,1
1960,Gymnastics,Artistic G.,"TACOVA-TKACIKOVA, Adolfina",TCH,Women,team competition,Silver,2
1960,Football,Football,"NIELSEN, Flemming Gert",DEN,Men,football,Silver,2
1960,Fencing,Fencing,"KHABAROV, Bruno",URS,Men,Ã©pÃ©e team,Bronze,1
1960,Football,Football,"HANSEN, Bent",DEN,Men,football,Silver,2
1960,Fencing,Fencing,"ZHDANOVICH, Viktor",URS,Men,foil team,Gold,3
1960,Fencing,Fencing,"AUREGGI, Aldo",ITA,Men,foil team,Silver,2
1960,Fencing,Fencing,"CARPANEDA, Luigi Arturo",ITA,Men,foil team,Silver,2
1960,Fencing,Fencing,"CURLETTO, Mario",ITA,Men,foil team,Silver,2
1960,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,foil team,Silver,2
1960,Fencing,Fencing,"PELLEGRINO, Alberto",ITA,Men,foil team,Silver,2
1960,Fencing,Fencing,"CAMBER, Irene",ITA,Women,foil team,Bronze,1
1960,Fencing,Fencing,"CESARI, Velleda",ITA,Women,foil team,Bronze,1
1960,Fencing,Fencing,"COLOMBETTI, Bruna",ITA,Women,foil team,Bronze,1
1960,Fencing,Fencing,"PASINI, Claudia",ITA,Women,foil team,Bronze,1
1960,Fencing,Fencing,"RAGNO-LONZI, Antonella",ITA,Women,foil team,Bronze,1
1960,Fencing,Fencing,"GOROKHOVA, Galina",URS,Women,foil team,Gold,3
1960,Fencing,Fencing,"PETRENKO-SAMUSENKO, Tatyana",URS,Women,foil team,Gold,3
1960,Fencing,Fencing,"PRUDSKOVA, Valentina",URS,Women,foil team,Gold,3
1960,Fencing,Fencing,"RASTVOROVA, Valentina",URS,Women,foil team,Gold,3
1960,Fencing,Fencing,"SHISHOVA, Lyudmila",URS,Women,foil team,Gold,3
1960,Fencing,Fencing,"ZABELINA, Aleksandra",URS,Women,foil team,Gold,3
1960,Fencing,Fencing,"DÃMÃLKI-SAKOVICS, Lidia",HUN,Women,foil team,Silver,2
1960,Fencing,Fencing,"JUHASZ-NAGY, Katalin",HUN,Women,foil team,Silver,2
1960,Fencing,Fencing,"NYARI-KOVACS, Magdolna",HUN,Women,foil team,Silver,2
1960,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",HUN,Women,foil team,Silver,2
1960,Fencing,Fencing,"SZEKELY-MARVALICS, GyÃ¶rgyi",HUN,Women,foil team,Silver,2
1960,Fencing,Fencing,"CALARESE, Wladimiro",ITA,Men,sabre individual,Bronze,1
1960,Fencing,Fencing,"SVESHNIKOV, German",URS,Men,foil team,Gold,3
1960,Fencing,Fencing,"SISIKIN, Yuri",URS,Men,foil team,Gold,3
1960,Fencing,Fencing,"RUDOV, Yuri",URS,Men,foil team,Gold,3
1960,Fencing,Fencing,"MIDLER, Mark",URS,Men,foil team,Gold,3
1960,Hockey,Hockey,"LAL SHARMA, Jaman",IND,Men,hockey,Silver,2
1960,Fencing,Fencing,"KOSTAVA, Guram",URS,Men,Ã©pÃ©e team,Bronze,1
1960,Fencing,Fencing,"PAVLOVSKY, Aleksandr",URS,Men,Ã©pÃ©e team,Bronze,1
1960,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Ã©pÃ©e team,Gold,3
1960,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Ã©pÃ©e team,Gold,3
1960,Fencing,Fencing,"MARINI, Fiorenzo",ITA,Men,Ã©pÃ©e team,Gold,3
1960,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Ã©pÃ©e team,Gold,3
1960,Fencing,Fencing,"PELLEGRINO, Alberto",ITA,Men,Ã©pÃ©e team,Gold,3
1960,Fencing,Fencing,"SACCARO, Gianluigi",ITA,Men,Ã©pÃ©e team,Gold,3
1960,Fencing,Fencing,"ALEXANDER, Michael O'Donel",GBR,Men,Ã©pÃ©e team,Silver,2
1960,Fencing,Fencing,"HARRISON, Raymond Alan",GBR,Men,Ã©pÃ©e team,Silver,2
1960,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,sabre individual,Gold,3
1960,Fencing,Fencing,"HOSKYNS, Henry William Furse",GBR,Men,Ã©pÃ©e team,Silver,2
1960,Fencing,Fencing,"JAY, Allan Louis Neville",GBR,Men,Ã©pÃ©e team,Silver,2
1960,Fencing,Fencing,"PELLING, John Albert",GBR,Men,Ã©pÃ©e team,Silver,2
1960,Fencing,Fencing,"AXELROD, Albert",USA,Men,foil individual,Bronze,1
1960,Fencing,Fencing,"ZHDANOVICH, Viktor",URS,Men,foil individual,Gold,3
1960,Fencing,Fencing,"SISIKIN, Yuri",URS,Men,foil individual,Silver,2
1960,Fencing,Fencing,"VICOL, Maria",ROU,Women,foil individual,Bronze,1
1960,Fencing,Fencing,"SCHMID, Adelheid Barbara",EUA,Women,foil individual,Gold,3
1960,Fencing,Fencing,"BRECHT, JÃ¼rgen",EUA,Men,foil team,Bronze,1
1960,Fencing,Fencing,"GERRESHEIM, Timothaus (Tim)",EUA,Men,foil team,Bronze,1
1960,Fencing,Fencing,"MEHL, Eberhard",EUA,Men,foil team,Bronze,1
1960,Fencing,Fencing,"THEUERKAUFF, JÃ¼rgen",EUA,Men,foil team,Bronze,1
1960,Fencing,Fencing,"HOWARD, Michael John Peter",GBR,Men,Ã©pÃ©e team,Silver,2
1960,Fencing,Fencing,"HORVATH, Zoltan",HUN,Men,sabre individual,Silver,2
1960,Fencing,Fencing,"CALANCHINI, Giampaolo",ITA,Men,sabre team,Bronze,1
1960,Fencing,Fencing,"CALARESE, Wladimiro",ITA,Men,sabre team,Bronze,1
1960,Football,Football,"SOLYMOSI, ErnÃ¶",HUN,Men,football,Bronze,1
1960,Football,Football,"TÃRÃK, Gabor",HUN,Men,football,Bronze,1
1960,Football,Football,"VARHIDI, Pal",HUN,Men,football,Bronze,1
1960,Football,Football,"VILEZSAL, Oszkar",HUN,Men,football,Bronze,1
1960,Football,Football,"ANKOVIC, Andrija",YUG,Men,football,Gold,3
1960,Football,Football,"DURKOVIC, Vladimir",YUG,Men,football,Gold,3
1960,Football,Football,"GALIC, Milan",YUG,Men,football,Gold,3
1960,Football,Football,"JUSUFI, Fahrudin",YUG,Men,football,Gold,3
1960,Football,Football,"KNEZ, Tomislav",YUG,Men,football,Gold,3
1960,Football,Football,"KOSTIC, Borivoje",YUG,Men,football,Gold,3
1960,Football,Football,"KOZLINA, Aleksandar",YUG,Men,football,Gold,3
1960,Football,Football,"SATORI, Imre",HUN,Men,football,Bronze,1
1960,Football,Football,"MARAVIC, Dusan",YUG,Men,football,Gold,3
1960,Football,Football,"PERUSIC, Zeljko",YUG,Men,football,Gold,3
1960,Football,Football,"ROGANOVIC, Novak",YUG,Men,football,Gold,3
1960,Football,Football,"SOMBOLAC, Velimir",YUG,Men,football,Gold,3
1960,Football,Football,"SOSKIC, Milutin",YUG,Men,football,Gold,3
1960,Football,Football,"TAKAC, Silvester",YUG,Men,football,Gold,3
1960,Football,Football,"VIDINIC, Blagoje",YUG,Men,football,Gold,3
1960,Football,Football,"ZANETIC, Ante",YUG,Men,football,Gold,3
1960,Football,Football,"ANDERSEN, Paul Kuhlmann",DEN,Men,football,Silver,2
1960,Football,Football,"DANIELSEN, John",DEN,Men,football,Silver,2
1960,Football,Football,"ENOKSEN, Henning Lynggaard",DEN,Men,football,Silver,2
1960,Football,Football,"FROM, Henry Petersen",DEN,Men,football,Silver,2
1960,Football,Football,"MATUS, Zeljko",YUG,Men,football,Gold,3
1960,Football,Football,"JENSEN, Poul",DEN,Men,football,Silver,2
1960,Football,Football,"RAKOSI, Gyula",HUN,Men,football,Bronze,1
1960,Football,Football,"PAL, Laszlo (Tibor)",HUN,Men,football,Bronze,1
1960,Fencing,Fencing,"CHICCA, Pierluigi",ITA,Men,sabre team,Bronze,1
1960,Fencing,Fencing,"FERRARI, Roberto",ITA,Men,sabre team,Bronze,1
1960,Fencing,Fencing,"RAVAGNAN, Mario",ITA,Men,sabre team,Bronze,1
1960,Fencing,Fencing,"DELNEKI, Gabor",HUN,Men,sabre team,Gold,3
1960,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,sabre team,Gold,3
1960,Fencing,Fencing,"HORVATH, Zoltan",HUN,Men,sabre team,Gold,3
1960,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,sabre team,Gold,3
1960,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Men,sabre team,Gold,3
1960,Fencing,Fencing,"MENDELENYI, Tamas",HUN,Men,sabre team,Gold,3
1960,Fencing,Fencing,"KUSZEWSKI, Marian Zygmunt",POL,Men,sabre team,Silver,2
1960,Fencing,Fencing,"OCHYRA, Emil Antoni",POL,Men,sabre team,Silver,2
1960,Football,Football,"PAL, Tibor (Laszlo)",HUN,Men,football,Bronze,1
1960,Fencing,Fencing,"PAWLOWSKI, Jerzy",POL,Men,sabre team,Silver,2
1960,Fencing,Fencing,"ZABLOCKI, Wojciech",POL,Men,sabre team,Silver,2
1960,Fencing,Fencing,"ZUB, Ryszard",POL,Men,sabre team,Silver,2
1960,Football,Football,"ALBERT, Florian",HUN,Men,football,Bronze,1
1960,Football,Football,"DALNOKI, JenÃ¶",HUN,Men,football,Bronze,1
1960,Football,Football,"DUDAS, Zoltan",HUN,Men,football,Bronze,1
1960,Football,Football,"DUNAI, Janos",HUN,Men,football,Bronze,1
1960,Football,Football,"FARAGO, Lajos",HUN,Men,football,Bronze,1
1960,Football,Football,"GÃRÃCS, Janos",HUN,Men,football,Bronze,1
1960,Football,Football,"KOVACS, Ferenc",HUN,Men,football,Bronze,1
1960,Football,Football,"NOVAK, DezsÃ¶",HUN,Men,football,Bronze,1
1960,Football,Football,"OROSZ, Pal",HUN,Men,football,Bronze,1
1960,Fencing,Fencing,"PIATKOWSKI, Andrzej Ryszard",POL,Men,sabre team,Silver,2
1960,Hockey,Hockey,"LAL, Mohinder",IND,Men,hockey,Silver,2
1960,Sailing,Sailing,"COSENTINO, Antonio",ITA,Men,dragon,Bronze,1
1960,Hockey,Hockey,"PETER, John Victor",IND,Men,hockey,Silver,2
1960,Shooting,Shooting,"SHAMBURKIN, Viktor",URS,Men,50m rifle 3 positions (3x40 shots),Gold,3
1960,Shooting,Shooting,"NIYAZOV, Marat",URS,Men,50m rifle 3 positions (3x40 shots),Silver,2
1960,Shooting,Shooting,"FORCELLA PELLICCIONI, Enrico",VEN,Men,50m rifle prone (60 shots),Bronze,1
1960,Shooting,Shooting,"KOHNKE, Peter",EUA,Men,50m rifle prone (60 shots),Gold,3
1960,Shooting,Shooting,"HILL, James Enoch",USA,Men,50m rifle prone (60 shots),Silver,2
1960,Shooting,Shooting,"KALININ, Sergei",URS,Men,trap (125 targets),Bronze,1
1960,Shooting,Shooting,"DUMITRESCU, Ion",ROU,Men,trap (125 targets),Gold,3
1960,Shooting,Shooting,"ROSSINI, Galliano",ITA,Men,trap (125 targets),Silver,2
1960,Weightlifting,Weightlifting,"ELM-KHAH, Esmail",IRI,Men,"- 56kg, total (bantamweight)",Bronze,1
1960,Weightlifting,Weightlifting,"VINCI, Charles Thomas Jr.",USA,Men,"- 56kg, total (bantamweight)",Gold,3
1960,Weightlifting,Weightlifting,"MIYAKE, Yoshinobu",JPN,Men,"- 56kg, total (bantamweight)",Silver,2
1960,Weightlifting,Weightlifting,"SCHEMANSKY, Norbert",USA,Men,"+ 90kg, total (heavyweight)",Bronze,1
1960,Weightlifting,Weightlifting,"VLASOV, Yuri",URS,Men,"+ 90kg, total (heavyweight)",Gold,3
1960,Weightlifting,Weightlifting,"BRADFORD, James Edward",USA,Men,"+ 90kg, total (heavyweight)",Silver,2
1960,Weightlifting,Weightlifting,"MANNIRONI, Sebastiano",ITA,Men,"56 - 60kg, total (featherweight)",Bronze,1
1960,Weightlifting,Weightlifting,"MINAEV, Yevgeni",URS,Men,"56 - 60kg, total (featherweight)",Gold,3
1960,Weightlifting,Weightlifting,"BERGER, Isaac",USA,Men,"56 - 60kg, total (featherweight)",Silver,2
1960,Weightlifting,Weightlifting,"WAHID AZIZ, Abdul",IRQ,Men,"60 - 67.5kg, total (lightweight)",Bronze,1
1960,Weightlifting,Weightlifting,"BUSHUEV, Viktor",URS,Men,"60 - 67.5kg, total (lightweight)",Gold,3
1960,Weightlifting,Weightlifting,"TAN, Howe-Liang (Tiger)",SIN,Men,"60 - 67.5kg, total (lightweight)",Silver,2
1960,Weightlifting,Weightlifting,"VERES, GyÃ¶zÃ¶",HUN,Men,"67.5 - 75kg, total (middleweight)",Bronze,1
1960,Weightlifting,Weightlifting,"KURYNOV, Aleksandr",URS,Men,"67.5 - 75kg, total (middleweight)",Gold,3
1960,Weightlifting,Weightlifting,"KONO, Thomas Tamio",USA,Men,"67.5 - 75kg, total (middleweight)",Silver,2
1960,Shooting,Shooting,"ZÃHRINGER, Klaus",EUA,Men,50m rifle 3 positions (3x40 shots),Bronze,1
1960,Shooting,Shooting,"UMAROV, Makhmud",URS,Men,50m pistol (60 shots),Silver,2
1960,Shooting,Shooting,"GUSHCHIN, Aleksei",URS,Men,50m pistol (60 shots),Gold,3
1960,Shooting,Shooting,"YOSHIKAWA, Yoshihisa",JPN,Men,50m pistol (60 shots),Bronze,1
1960,Sailing,Sailing,"CALEGARIS, Hector",ARG,Men,dragon,Silver,2
1960,Sailing,Sailing,"DEL RIO SALAS, Jorge Alberto",ARG,Men,dragon,Silver,2
1960,Sailing,Sailing,"SALAS CHAVES, Jorge Alberto",ARG,Men,dragon,Silver,2
1960,Sailing,Sailing,"MULKA, Rolf",EUA,Men,flying dutchman,Bronze,1
1960,Sailing,Sailing,"VON BREDOW, Ingo",EUA,Men,flying dutchman,Bronze,1
1960,Sailing,Sailing,"BERGVALL, Bjorn",NOR,Men,flying dutchman,Gold,3
1960,Sailing,Sailing,"LUNDE, Peder Jr.",NOR,Men,flying dutchman,Gold,3
1960,Sailing,Sailing,"FOGH, Hans Marius",DEN,Men,flying dutchman,Silver,2
1960,Sailing,Sailing,"PETERSEN, Ole Erik Gunnar",DEN,Men,flying dutchman,Silver,2
1960,Sailing,Sailing,"NELIS, Andre",BEL,Men,single-handed dinghy (Finn),Bronze,1
1960,Sailing,Sailing,"ELVSTROM, Paul",DEN,Men,single-handed dinghy (Finn),Gold,3
1960,Weightlifting,Weightlifting,"BOCHENEK, Jan",POL,Men,"75 - 82.5kg, total (light-heavyweight)",Bronze,1
1960,Sailing,Sailing,"CHUCHELOV, Aleksandr",URS,Men,single-handed dinghy (Finn),Silver,2
1960,Sailing,Sailing,"PARKS, William Wilson",USA,Men,two-person keelboat open (Star),Bronze,1
1960,Sailing,Sailing,"PINEGIN, Timir",URS,Men,two-person keelboat open (Star),Gold,3
1960,Sailing,Sailing,"SHUTKOV, Fyodor",URS,Men,two-person keelboat open (Star),Gold,3
1960,Sailing,Sailing,"QUINA, Jose Manuel Gentil",POR,Men,two-person keelboat open (Star),Silver,2
1960,Sailing,Sailing,"QUINA, Mario Gentil",POR,Men,two-person keelboat open (Star),Silver,2
1960,Shooting,Shooting,"ZABELIN, Aleksandr",URS,Men,25m rapid fire pistol (60 shots),Bronze,1
1960,Shooting,Shooting,"MCMILLAN, William Willard",USA,Men,25m rapid fire pistol (60 shots),Gold,3
1960,Shooting,Shooting,"LINNOSVUO, Pentti Tapio Akseli",FIN,Men,25m rapid fire pistol (60 shots),Silver,2
1960,Shooting,Shooting,"BORISOV, Vasili",URS,Men,300m free rifle 3 positions (3x40 shots),Bronze,1
1960,Shooting,Shooting,"HAMMERER, Hubert",AUT,Men,300m free rifle 3 positions (3x40 shots),Gold,3
1960,Shooting,Shooting,"SPILLMANN, Hansrudi",SUI,Men,300m free rifle 3 positions (3x40 shots),Silver,2
1960,Sailing,Sailing,"HALPERIN, Robert Sherman",USA,Men,two-person keelboat open (Star),Bronze,1
1960,Sailing,Sailing,"ZAIMIS, Georgios",GRE,Men,dragon,Gold,3
1960,Weightlifting,Weightlifting,"PALINSKI, Ireneusz",POL,Men,"75 - 82.5kg, total (light-heavyweight)",Gold,3
1960,Weightlifting,Weightlifting,"MARTIN, Louis George",GBR,Men,"82.5 - 90kg, total (middle-heavyweight)",Bronze,1
1960,Wrestling,Wrestling Gre-R,"SAYED, Osman",EGY,Men,- 52kg (flyweight),Silver,2
1960,Wrestling,Wrestling Gre-R,"KUBAT, Karel",TCH,Men,+ 87kg (super heavyweight),Bronze,1
1960,Wrestling,Wrestling Gre-R,"BOGDAN, Ivan",URS,Men,+ 87kg (super heavyweight),Gold,3
1960,Wrestling,Wrestling Gre-R,"DIETRICH, Wilfried",EUA,Men,+ 87kg (super heavyweight),Silver,2
1960,Wrestling,Wrestling Gre-R,"STOYKOV, Dinko Petrov",BUL,Men,52 - 57kg (bantamweight),Bronze,1
1960,Wrestling,Wrestling Gre-R,"KARAVAEV, Oleg",URS,Men,52 - 57kg (bantamweight),Gold,3
1960,Wrestling,Wrestling Gre-R,"CERNEA, Ion",ROU,Men,52 - 57kg (bantamweight),Silver,2
1960,Wrestling,Wrestling Gre-R,"VYRUPAEV, Konstantin",URS,Men,57 - 61kg (featherweight),Bronze,1
1960,Wrestling,Wrestling Gre-R,"SILLE, MÃ¼zahir",TUR,Men,57 - 61kg (featherweight),Gold,3
1960,Wrestling,Wrestling Gre-R,"POLYAK, Imre",HUN,Men,57 - 61kg (featherweight),Silver,2
1960,Wrestling,Wrestling Gre-R,"FREIJ, Gustav",SWE,Men,61 - 67kg (lightweight),Bronze,1
