year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1988,Rowing,Rowing,"BOGS, Steffen",GDR,Men,quadruple sculls without coxswain (4x),Bronze,1
1988,Rowing,Rowing,"STREIT, Mario",GDR,Men,pair-oared shell with coxswain (2+),Silver,2
1988,Rowing,Rowing,"RENSCH, Rene",GDR,Men,pair-oared shell with coxswain (2+),Silver,2
1988,Rowing,Rowing,"KIRCHHOFF, Detlef",GDR,Men,pair-oared shell with coxswain (2+),Silver,2
1988,Rowing,Rowing,"DI CAPUA, Giuseppe",ITA,Men,pair-oared shell with coxswain (2+),Gold,3
1988,Rowing,Rowing,"ABBAGNALE, Giuseppe",ITA,Men,pair-oared shell with coxswain (2+),Gold,3
1988,Rowing,Rowing,"ABBAGNALE, Carmine",ITA,Men,pair-oared shell with coxswain (2+),Gold,3
1988,Rowing,Rowing,"ZÃHLKE, Steffen",GDR,Men,quadruple sculls without coxswain (4x),Bronze,1
1988,Rowing,Rowing,"SWEENEY, Patrick John",GBR,Men,pair-oared shell with coxswain (2+),Bronze,1
1988,Rowing,Rowing,"HOLMES, Andrew John",GBR,Men,pair-oared shell with coxswain (2+),Bronze,1
1988,Rowing,Rowing,"STOYANOVA, Radka",BUL,Women,pair without coxswain (2-),Silver,2
1988,Rowing,Rowing,"BERBEROVA, Lalka Stoyanova",BUL,Women,pair without coxswain (2-),Silver,2
